locus_tag,n_tested,n_up,pct_up
PMT1198,1,0,0.0
PMT1200,1,0,0.0
PMT1201,1,0,0.0
PMT1202,1,0,0.0
PMT1203,1,0,0.0
PMT1204,1,0,0.0
PMT1205,1,0,0.0
PMT1206,1,0,0.0
PMT1207,1,0,0.0
PMT1208,1,0,0.0
PMT1209,1,1,100.0
PMT1211,1,0,0.0
PMT1212,1,0,0.0
PMT1213,1,0,0.0
PMT1214,1,0,0.0
PMT1215,1,0,0.0
PMT1216,1,0,0.0
PMT1217,1,0,0.0
PMT1218,1,0,0.0
PMT1219,1,0,0.0
PMT1220,1,0,0.0
PMT1221,1,0,0.0
PMT1223,1,0,0.0
PMT1224,1,0,0.0
PMT1225,1,0,0.0
PMT1226,1,0,0.0
PMT1227,1,0,0.0
PMT1228,1,0,0.0
PMT1229,1,0,0.0
PMT1230,1,0,0.0
PMT1231,1,0,0.0
PMT1232,1,0,0.0
PMT1233,1,0,0.0
PMT1234,1,0,0.0
PMT1235,1,0,0.0
PMT1236,1,0,0.0
PMT1237,1,0,0.0
PMT1238,1,0,0.0
PMT1239,1,0,0.0
PMT1240,1,0,0.0
PMT1241,1,0,0.0
PMT1242,1,0,0.0
PMT1243,1,0,0.0
PMT1244,1,0,0.0
PMT1245,1,0,0.0
PMT1246,1,0,0.0
PMT1247,1,0,0.0
PMT1248,1,0,0.0
PMT1249,1,0,0.0
PMT1250,1,0,0.0
PMT1251,1,0,0.0
PMT1252,1,0,0.0
PMT1253,1,0,0.0
PMT1254,1,0,0.0
PMT1255,1,0,0.0
PMT1256,1,0,0.0
PMT1257,1,0,0.0
PMT1258,1,0,0.0
PMT1259,1,0,0.0
PMT1260,1,0,0.0
PMT1261,1,0,0.0
PMT1262,1,0,0.0
PMT1263,1,0,0.0
PMT1264,1,0,0.0
PMT1265,1,0,0.0
PMT1266,1,0,0.0
PMT1267,1,0,0.0
PMT1268,1,0,0.0
PMT1269,1,0,0.0
PMT1270,1,0,0.0
PMT1271,1,0,0.0
PMT1272,1,0,0.0
PMT1273,1,0,0.0
PMT1274,1,0,0.0
PMT1275,1,0,0.0
PMT1276,1,0,0.0
PMT1277,1,0,0.0
PMT1279,1,0,0.0
PMT1280,1,0,0.0
PMT1281,1,0,0.0
PMT1282,1,0,0.0
PMT1283,1,0,0.0
PMT1284,1,0,0.0
PMT1286,1,0,0.0
PMT1287,1,0,0.0
PMT1288,1,0,0.0
PMT1289,1,0,0.0
PMT1290,1,0,0.0
PMT1291,1,0,0.0
PMT1292,1,0,0.0
PMT1293,1,0,0.0
PMT1294,1,0,0.0
PMT1295,1,0,0.0
PMT1296,1,0,0.0
PMT1297,1,0,0.0
PMT1298,1,0,0.0
PMT1299,1,0,0.0
PMT1300,1,0,0.0
PMT1301,1,0,0.0
PMT1302,1,0,0.0
PMT1303,1,0,0.0
PMT1304,1,0,0.0
PMT1305,1,0,0.0
PMT1306,1,0,0.0
PMT1307,1,0,0.0
PMT1308,1,0,0.0
PMT1309,1,0,0.0
PMT1310,1,0,0.0
PMT1311,1,0,0.0
PMT1312,1,0,0.0
PMT1313,1,0,0.0
PMT1314,1,1,100.0
PMT1315,1,0,0.0
PMT1316,1,0,0.0
PMT1318,1,0,0.0
PMT1319,1,0,0.0
PMT1320,1,0,0.0
PMT1321,1,0,0.0
PMT1322,1,0,0.0
PMT1323,1,0,0.0
PMT1324,1,0,0.0
PMT1325,1,0,0.0
PMT1326,1,0,0.0
PMT1327,1,0,0.0
PMT1328,1,0,0.0
PMT1329,1,0,0.0
PMT1330,1,0,0.0
PMT1331,1,0,0.0
PMT1332,1,0,0.0
PMT1333,1,0,0.0
PMT1334,1,0,0.0
PMT1335,1,0,0.0
PMT1336,1,0,0.0
PMT1337,1,0,0.0
PMT1338,1,0,0.0
PMT1339,1,0,0.0
PMT1340,1,0,0.0
PMT1341,1,0,0.0
PMT1342,1,0,0.0
PMT1343,1,0,0.0
PMT1344,1,0,0.0
PMT1345,1,0,0.0
PMT1346,1,0,0.0
PMT1347,1,0,0.0
PMT1348,1,0,0.0
PMT1349,1,0,0.0
PMT1350,1,0,0.0
PMT1351,1,0,0.0
PMT1352,1,0,0.0
PMT1353,1,0,0.0
PMT1354,1,0,0.0
PMT1355,1,0,0.0
PMT1356,1,0,0.0
PMT1357,1,0,0.0
PMT1358,1,0,0.0
PMT1359,1,0,0.0
PMT1360,1,0,0.0
PMT1361,1,0,0.0
PMT1362,1,0,0.0
PMT1363,1,0,0.0
PMT1364,1,0,0.0
PMT1365,1,0,0.0
PMT1366,1,0,0.0
PMT1367,1,0,0.0
PMT1369,1,0,0.0
PMT1370,1,0,0.0
PMT1371,1,0,0.0
PMT1372,1,0,0.0
PMT1373,1,0,0.0
PMT1374,1,0,0.0
PMT1375,1,0,0.0
PMT1376,1,0,0.0
PMT1377,1,0,0.0
PMT1378,1,0,0.0
PMT1379,1,0,0.0
PMT1380,1,0,0.0
PMT1381,1,0,0.0
PMT1382,1,0,0.0
PMT1383,1,0,0.0
PMT1384,1,0,0.0
PMT1385,1,0,0.0
PMT1386,1,0,0.0
PMT1387,1,0,0.0
PMT1388,1,0,0.0
PMT1389,1,0,0.0
PMT1390,1,0,0.0
PMT1391,1,0,0.0
PMT1392,1,0,0.0
PMT1393,1,0,0.0
PMT1394,1,0,0.0
PMT1395,1,0,0.0
PMT1396,1,0,0.0
PMT1397,1,0,0.0
PMT1398,1,0,0.0
PMT1399,1,0,0.0
PMT1400,1,0,0.0
PMT1401,1,0,0.0
PMT1402,1,0,0.0
PMT1403,1,0,0.0
PMT1404,1,0,0.0
PMT1405,1,0,0.0
PMT1406,1,0,0.0
PMT1407,1,0,0.0
PMT1408,1,0,0.0
PMT1409,1,0,0.0
PMT1410,1,0,0.0
PMT1411,1,0,0.0
PMT1412,1,0,0.0
PMT1413,1,0,0.0
PMT1414,1,0,0.0
PMT1415,1,0,0.0
PMT1416,1,0,0.0
PMT1417,1,0,0.0
PMT1418,1,0,0.0
PMT1419,1,0,0.0
PMT1420,1,0,0.0
PMT1421,1,0,0.0
PMT1422,1,0,0.0
PMT1423,1,0,0.0
PMT1424,1,0,0.0
PMT1425,1,0,0.0
PMT1426,1,0,0.0
PMT1427,1,0,0.0
PMT1428,1,0,0.0
PMT1429,1,0,0.0
PMT1430,1,0,0.0
PMT1431,1,0,0.0
PMT1432,1,0,0.0
PMT1433,1,0,0.0
PMT1434,1,0,0.0
PMT1435,1,0,0.0
PMT1436,1,0,0.0
PMT1437,1,0,0.0
PMT1438,1,0,0.0
PMT1439,1,0,0.0
PMT1440,1,0,0.0
PMT1441,1,0,0.0
PMT1442,1,0,0.0
PMT1443,1,0,0.0
PMT1444,1,0,0.0
PMT1445,1,0,0.0
PMT1446,1,0,0.0
PMT1447,1,0,0.0
PMT1448,1,0,0.0
PMT1449,1,0,0.0
PMT1450,1,0,0.0
PMT1451,1,0,0.0
PMT1452,1,0,0.0
PMT1453,1,0,0.0
PMT1454,1,0,0.0
PMT1455,1,0,0.0
PMT1456,1,0,0.0
PMT1457,1,0,0.0
PMT1458,1,0,0.0
PMT1459,1,0,0.0
PMT1460,1,0,0.0
PMT1461,1,0,0.0
PMT1462,1,0,0.0
PMT1463,1,0,0.0
PMT1464,1,0,0.0
PMT1465,1,0,0.0
PMT1466,1,0,0.0
PMT1467,1,0,0.0
PMT1468,1,0,0.0
PMT1469,1,0,0.0
PMT1470,1,0,0.0
PMT1471,1,0,0.0
PMT1472,1,0,0.0
PMT1474,1,0,0.0
PMT1475,1,0,0.0
PMT1476,1,0,0.0
PMT1477,1,0,0.0
PMT1478,1,0,0.0
PMT1480,1,0,0.0
PMT1482,1,0,0.0
PMT1483,1,0,0.0
PMT1484,1,0,0.0
PMT1485,1,0,0.0
PMT1486,1,0,0.0
PMT1487,1,0,0.0
PMT1488,1,0,0.0
PMT1489,1,0,0.0
PMT1490,1,0,0.0
PMT1491,1,0,0.0
PMT1492,1,0,0.0
PMT1493,1,0,0.0
PMT1494,1,0,0.0
PMT1495,1,0,0.0
PMT1496,1,0,0.0
PMT1497,1,0,0.0
PMT1498,1,0,0.0
PMT1499,1,0,0.0
PMT1500,1,0,0.0
PMT1501,1,0,0.0
PMT1502,1,0,0.0
PMT1503,1,0,0.0
PMT1504,1,0,0.0
PMT1505,1,0,0.0
PMT1506,1,0,0.0
PMT1507,1,0,0.0
PMT1508,1,0,0.0
PMT1509,1,0,0.0
PMT1510,1,0,0.0
PMT1511,1,0,0.0
PMT1512,1,0,0.0
PMT1513,1,0,0.0
PMT1514,1,0,0.0
PMT1515,1,0,0.0
PMT1516,1,0,0.0
PMT1517,1,0,0.0
PMT1518,1,0,0.0
PMT1519,1,0,0.0
PMT1520,1,0,0.0
PMT1521,1,0,0.0
PMT1522,1,0,0.0
PMT1523,1,0,0.0
PMT1524,1,0,0.0
PMT1525,1,0,0.0
PMT1526,1,0,0.0
PMT1527,1,0,0.0
PMT1528,1,0,0.0
PMT1529,1,0,0.0
PMT1530,1,0,0.0
PMT1531,1,0,0.0
PMT1532,1,0,0.0
PMT1533,1,0,0.0
PMT1534,1,0,0.0
PMT1535,1,0,0.0
PMT1536,1,0,0.0
PMT1537,1,0,0.0
PMT1538,1,0,0.0
PMT1539,1,0,0.0
PMT1540,1,0,0.0
PMT1541,1,0,0.0
PMT1542,1,0,0.0
PMT1543,1,0,0.0
PMT1544,1,0,0.0
PMT1545,1,0,0.0
PMT1546,1,0,0.0
PMT1547,1,0,0.0
PMT1548,1,0,0.0
PMT1549,1,0,0.0
PMT1550,1,0,0.0
PMT1551,1,0,0.0
PMT1552,1,0,0.0
PMT1553,1,0,0.0
PMT1554,1,0,0.0
PMT1555,1,0,0.0
PMT1556,1,0,0.0
PMT1557,1,0,0.0
PMT1558,1,0,0.0
PMT1559,1,0,0.0
PMT1560,1,0,0.0
PMT1561,1,0,0.0
PMT1562,1,0,0.0
PMT1563,1,0,0.0
PMT1564,1,0,0.0
PMT1565,1,0,0.0
PMT1566,1,0,0.0
PMT1567,1,0,0.0
PMT1568,1,0,0.0
PMT1569,1,0,0.0
PMT1570,1,0,0.0
PMT1571,1,0,0.0
PMT1572,1,0,0.0
PMT1573,1,0,0.0
PMT1574,1,0,0.0
PMT1575,1,0,0.0
PMT1576,1,0,0.0
PMT1577,1,0,0.0
PMT1578,1,0,0.0
PMT1579,1,0,0.0
PMT1580,1,0,0.0
PMT1581,1,0,0.0
PMT1583,1,0,0.0
PMT1584,1,0,0.0
PMT1585,1,0,0.0
PMT1586,1,0,0.0
PMT1587,1,0,0.0
PMT1588,1,0,0.0
PMT1589,1,0,0.0
PMT1590,1,0,0.0
PMT1591,1,0,0.0
PMT1592,1,0,0.0
PMT1593,1,0,0.0
PMT1594,1,0,0.0
PMT1595,1,0,0.0
PMT1596,1,0,0.0
PMT1597,1,0,0.0
PMT1598,1,0,0.0
PMT1599,1,0,0.0
PMT1600,1,0,0.0
PMT1601,1,0,0.0
PMT1602,1,0,0.0
PMT1603,1,0,0.0
PMT1604,1,0,0.0
PMT1605,1,0,0.0
PMT1606,1,0,0.0
PMT1607,1,0,0.0
PMT1608,1,1,100.0
PMT1609,1,0,0.0
PMT1610,1,0,0.0
PMT1611,1,0,0.0
PMT1612,1,0,0.0
PMT1613,1,0,0.0
PMT1614,1,0,0.0
PMT1615,1,0,0.0
PMT1616,1,0,0.0
PMT1617,1,0,0.0
PMT1618,1,0,0.0
PMT1619,1,0,0.0
PMT1620,1,0,0.0
PMT1621,1,0,0.0
PMT1622,1,0,0.0
PMT1623,1,0,0.0
PMT1624,1,0,0.0
PMT1625,1,0,0.0
PMT1626,1,0,0.0
PMT1627,1,0,0.0
PMT1628,1,0,0.0
PMT1629,1,0,0.0
PMT1630,1,0,0.0
PMT1631,1,0,0.0
PMT1632,1,0,0.0
PMT1633,1,0,0.0
PMT1634,1,0,0.0
PMT1635,1,0,0.0
PMT1636,1,0,0.0
PMT1637,1,0,0.0
PMT1638,1,0,0.0
PMT1639,1,0,0.0
PMT1641,1,0,0.0
PMT1642,1,0,0.0
PMT1643,1,0,0.0
PMT1644,1,0,0.0
PMT1645,1,0,0.0
PMT1646,1,0,0.0
PMT1647,1,0,0.0
PMT1648,1,0,0.0
PMT1649,1,0,0.0
PMT1650,1,0,0.0
PMT1651,1,0,0.0
PMT1652,1,0,0.0
PMT1653,1,0,0.0
PMT1654,1,0,0.0
PMT1657,1,0,0.0
PMT1658,1,0,0.0
PMT1659,1,0,0.0
PMT1660,1,0,0.0
PMT1661,1,0,0.0
PMT1662,1,0,0.0
PMT1664,1,0,0.0
PMT1665,1,0,0.0
PMT1666,1,0,0.0
PMT1667,1,0,0.0
PMT1668,1,0,0.0
PMT1669,1,0,0.0
PMT1670,1,0,0.0
PMT1671,1,0,0.0
PMT1672,1,0,0.0
PMT1673,1,0,0.0
PMT1674,1,0,0.0
PMT1675,1,0,0.0
PMT1677,1,0,0.0
PMT1678,1,0,0.0
PMT1679,1,0,0.0
PMT1680,1,0,0.0
PMT1681,1,0,0.0
PMT1682,1,0,0.0
PMT1683,1,0,0.0
PMT1684,1,0,0.0
PMT1685,1,0,0.0
PMT1686,1,0,0.0
PMT1687,1,0,0.0
PMT1688,1,0,0.0
PMT1689,1,0,0.0
PMT1690,1,0,0.0
PMT1691,1,0,0.0
PMT1692,1,0,0.0
PMT1694,1,0,0.0
PMT1695,1,0,0.0
PMT1696,1,0,0.0
PMT1697,1,0,0.0
PMT1698,1,0,0.0
PMT1700,1,0,0.0
PMT1701,1,0,0.0
PMT1702,1,0,0.0
PMT1703,1,0,0.0
PMT1704,1,0,0.0
PMT1705,1,0,0.0
PMT1706,1,0,0.0
PMT1707,1,0,0.0
PMT1708,1,0,0.0
PMT1709,1,0,0.0
PMT1710,1,0,0.0
PMT1711,1,0,0.0
PMT1712,1,0,0.0
PMT1713,1,0,0.0
PMT1714,1,0,0.0
PMT1715,1,0,0.0
PMT1716,1,0,0.0
PMT1717,1,0,0.0
PMT1718,1,0,0.0
PMT1719,1,0,0.0
PMT1720,1,0,0.0
PMT1721,1,0,0.0
PMT1722,1,0,0.0
PMT1723,1,0,0.0
PMT1724,1,0,0.0
PMT1725,1,0,0.0
PMT1726,1,0,0.0
PMT1727,1,0,0.0
PMT1728,1,0,0.0
PMT1729,1,0,0.0
PMT1730,1,0,0.0
PMT1731,1,0,0.0
PMT1732,1,0,0.0
PMT1733,1,0,0.0
PMT1734,1,0,0.0
PMT1735,1,0,0.0
PMT1737,1,0,0.0
PMT1738,1,0,0.0
PMT1739,1,0,0.0
PMT1740,1,0,0.0
PMT1741,1,0,0.0
PMT1742,1,0,0.0
PMT1743,1,0,0.0
PMT1744,1,0,0.0
PMT1745,1,0,0.0
PMT1746,1,0,0.0
PMT1747,1,0,0.0
PMT1748,1,0,0.0
PMT1749,1,0,0.0
PMT1750,1,0,0.0
PMT1751,1,0,0.0
PMT1753,1,0,0.0
PMT1754,1,0,0.0
PMT1755,1,0,0.0
PMT1756,1,0,0.0
PMT1757,1,0,0.0
PMT1758,1,0,0.0
PMT1759,1,0,0.0
PMT1760,1,0,0.0
PMT1761,1,0,0.0
PMT1762,1,0,0.0
PMT1763,1,0,0.0
PMT1764,1,0,0.0
PMT1765,1,0,0.0
PMT1766,1,0,0.0
PMT1767,1,0,0.0
PMT1768,1,0,0.0
PMT1769,1,0,0.0
PMT1770,1,0,0.0
PMT1771,1,0,0.0
PMT1772,1,0,0.0
PMT1773,1,0,0.0
PMT1774,1,0,0.0
PMT1775,1,0,0.0
PMT1776,1,0,0.0
PMT1778,1,0,0.0
PMT1779,1,0,0.0
PMT1780,1,0,0.0
PMT1781,1,0,0.0
PMT1782,1,0,0.0
PMT1783,1,0,0.0
PMT1784,1,0,0.0
PMT1785,1,0,0.0
PMT1786,1,0,0.0
PMT1787,1,0,0.0
PMT1788,1,0,0.0
PMT1789,1,0,0.0
PMT1790,1,0,0.0
PMT1791,1,0,0.0
PMT1792,1,0,0.0
PMT1793,1,0,0.0
PMT1794,1,0,0.0
PMT1795,1,0,0.0
PMT1797,1,0,0.0
PMT1798,1,0,0.0
PMT1799,1,0,0.0
PMT1800,1,0,0.0
PMT1801,1,0,0.0
PMT1802,1,0,0.0
PMT1803,1,0,0.0
PMT1804,1,0,0.0
PMT1805,1,0,0.0
PMT1806,1,0,0.0
PMT1807,1,0,0.0
PMT1808,1,0,0.0
PMT1809,1,0,0.0
PMT1810,1,0,0.0
PMT1812,1,0,0.0
PMT1813,1,0,0.0
PMT1814,1,0,0.0
PMT1815,1,0,0.0
PMT1816,1,0,0.0
PMT1817,1,0,0.0
PMT1818,1,0,0.0
PMT1819,1,0,0.0
PMT1820,1,0,0.0
PMT1821,1,0,0.0
PMT1822,1,0,0.0
PMT1823,1,0,0.0
PMT1824,1,0,0.0
PMT1825,1,0,0.0
PMT1826,1,0,0.0
PMT1827,1,0,0.0
PMT1828,1,0,0.0
PMT1829,1,0,0.0
PMT1830,1,0,0.0
PMT1832,1,0,0.0
PMT1833,1,0,0.0
PMT1834,1,0,0.0
PMT1835,1,0,0.0
PMT1836,1,0,0.0
PMT1837,1,0,0.0
PMT1838,1,0,0.0
PMT1839,1,0,0.0
PMT1841,1,0,0.0
PMT1842,1,0,0.0
PMT1843,1,0,0.0
PMT1844,1,0,0.0
PMT1845,1,0,0.0
PMT1846,1,0,0.0
PMT1847,1,0,0.0
PMT1849,1,0,0.0
PMT1850,1,0,0.0
PMT1851,1,0,0.0
PMT1852,1,0,0.0
PMT1854,1,0,0.0
PMT1855,1,0,0.0
PMT1856,1,0,0.0
PMT1857,1,0,0.0
PMT1858,1,0,0.0
PMT1859,1,0,0.0
PMT1860,1,0,0.0
PMT1861,1,0,0.0
PMT1862,1,0,0.0
PMT1863,1,0,0.0
PMT1864,1,0,0.0
PMT1865,1,0,0.0
PMT1866,1,0,0.0
PMT1867,1,0,0.0
PMT1868,1,0,0.0
PMT1869,1,0,0.0
PMT1870,1,0,0.0
PMT1871,1,0,0.0
PMT1872,1,0,0.0
PMT1873,1,0,0.0
PMT1874,1,0,0.0
PMT1875,1,0,0.0
PMT1876,1,0,0.0
PMT1879,1,0,0.0
PMT1880,1,0,0.0
PMT1881,1,0,0.0
PMT1882,1,0,0.0
PMT1883,1,0,0.0
PMT1884,1,0,0.0
PMT1885,1,0,0.0
PMT1886,1,0,0.0
PMT1887,1,0,0.0
PMT1888,1,0,0.0
PMT1889,1,0,0.0
PMT1890,1,0,0.0
PMT1891,1,0,0.0
PMT1892,1,0,0.0
PMT1893,1,0,0.0
PMT1894,1,0,0.0
PMT1895,1,0,0.0
PMT1896,1,0,0.0
PMT1900,1,0,0.0
PMT1901,1,0,0.0
PMT1902,1,0,0.0
PMT1903,1,0,0.0
PMT1904,1,0,0.0
PMT1905,1,0,0.0
PMT1906,1,0,0.0
PMT1907,1,0,0.0
PMT1908,1,0,0.0
PMT1909,1,0,0.0
PMT1910,1,0,0.0
PMT1911,1,0,0.0
PMT1912,1,0,0.0
PMT1914,1,0,0.0
PMT1915,1,0,0.0
PMT1917,1,0,0.0
PMT1918,1,0,0.0
PMT1919,1,0,0.0
PMT1920,1,0,0.0
PMT1921,1,0,0.0
PMT1922,1,0,0.0
PMT1923,1,0,0.0
PMT1924,1,0,0.0
PMT1925,1,0,0.0
PMT1926,1,0,0.0
PMT1927,1,0,0.0
PMT1928,1,0,0.0
PMT1929,1,0,0.0
PMT1930,1,0,0.0
PMT1932,1,0,0.0
PMT1933,1,0,0.0
PMT1934,1,0,0.0
PMT1935,1,0,0.0
PMT1936,1,0,0.0
PMT1938,1,0,0.0
PMT1939,1,0,0.0
PMT1940,1,0,0.0
PMT1941,1,0,0.0
PMT1942,1,0,0.0
PMT1943,1,0,0.0
PMT1944,1,0,0.0
PMT1945,1,0,0.0
PMT1946,1,0,0.0
PMT1947,1,0,0.0
PMT1948,1,0,0.0
PMT1949,1,0,0.0
PMT1950,1,0,0.0
PMT1951,1,0,0.0
PMT1952,1,0,0.0
PMT1953,1,0,0.0
PMT1954,1,0,0.0
PMT1955,1,0,0.0
PMT1956,1,0,0.0
PMT1957,1,0,0.0
PMT1958,1,0,0.0
PMT1959,1,0,0.0
PMT1960,1,0,0.0
PMT1961,1,0,0.0
PMT1962,1,0,0.0
PMT1963,1,0,0.0
PMT1964,1,0,0.0
PMT1965,1,0,0.0
PMT1966,1,0,0.0
PMT1967,1,0,0.0
PMT1968,1,0,0.0
PMT1969,1,0,0.0
PMT1970,1,0,0.0
PMT1971,1,0,0.0
PMT1972,1,0,0.0
PMT1973,1,0,0.0
PMT1974,1,0,0.0
PMT1975,1,0,0.0
PMT1976,1,0,0.0
PMT1977,1,0,0.0
PMT1978,1,0,0.0
PMT1979,1,0,0.0
PMT1980,1,0,0.0
PMT1981,1,0,0.0
PMT1982,1,0,0.0
PMT1983,1,0,0.0
PMT1984,1,0,0.0
PMT1985,1,0,0.0
PMT1986,1,0,0.0
PMT1987,1,0,0.0
PMT1988,1,0,0.0
PMT1989,1,0,0.0
PMT1990,1,0,0.0
PMT1991,1,0,0.0
PMT1992,1,0,0.0
PMT1993,1,0,0.0
PMT1994,1,0,0.0
PMT1995,1,0,0.0
PMT1996,1,0,0.0
PMT1997,1,0,0.0
PMT1998,1,0,0.0
PMT1999,1,0,0.0
PMT2000,1,0,0.0
PMT2001,1,0,0.0
PMT2002,1,0,0.0
PMT2003,1,0,0.0
PMT2004,1,0,0.0
PMT2005,1,0,0.0
PMT2006,1,0,0.0
PMT2007,1,0,0.0
PMT2008,1,0,0.0
PMT2009,1,0,0.0
PMT2010,1,0,0.0
PMT2011,1,0,0.0
PMT2012,1,0,0.0
PMT2013,1,0,0.0
PMT2014,1,1,100.0
PMT2015,1,0,0.0
PMT2016,1,0,0.0
PMT2017,1,0,0.0
PMT2018,1,0,0.0
PMT2019,1,0,0.0
PMT2020,1,0,0.0
PMT2021,1,0,0.0
PMT2023,1,0,0.0
PMT2024,1,0,0.0
PMT2025,1,0,0.0
PMT2026,1,0,0.0
PMT2027,1,0,0.0
PMT2028,1,0,0.0
PMT2029,1,0,0.0
PMT2030,1,0,0.0
PMT2031,1,0,0.0
PMT2032,1,0,0.0
PMT2033,1,0,0.0
PMT2034,1,0,0.0
PMT2035,1,0,0.0
PMT2036,1,0,0.0
PMT2037,1,0,0.0
PMT2038,1,0,0.0
PMT2039,1,0,0.0
PMT2040,1,0,0.0
PMT2041,1,0,0.0
PMT2042,1,0,0.0
PMT2043,1,0,0.0
PMT2044,1,0,0.0
PMT2045,1,0,0.0
PMT2046,1,0,0.0
PMT2047,1,0,0.0
PMT2048,1,0,0.0
PMT2049,1,0,0.0
PMT2052,1,0,0.0
PMT2053,1,0,0.0
PMT2054,1,0,0.0
PMT2055,1,0,0.0
PMT2056,1,0,0.0
PMT2057,1,0,0.0
PMT2058,1,0,0.0
PMT2059,1,0,0.0
PMT2060,1,0,0.0
PMT2061,1,0,0.0
PMT2063,1,0,0.0
PMT2064,1,0,0.0
PMT2065,1,0,0.0
PMT2066,1,0,0.0
PMT2067,1,0,0.0
PMT2068,1,0,0.0
PMT2069,1,0,0.0
PMT2070,1,0,0.0
PMT2071,1,0,0.0
PMT2073,1,0,0.0
PMT2074,1,0,0.0
PMT2075,1,0,0.0
PMT2076,1,0,0.0
PMT2077,1,0,0.0
PMT2078,1,0,0.0
PMT2080,1,0,0.0
PMT2081,1,0,0.0
PMT2082,1,0,0.0
PMT2083,1,0,0.0
PMT2084,1,0,0.0
PMT2085,1,0,0.0
PMT2086,1,0,0.0
PMT2087,1,0,0.0
PMT2088,1,0,0.0
PMT2089,1,0,0.0
PMT2090,1,0,0.0
PMT2091,1,0,0.0
PMT2092,1,0,0.0
PMT2093,1,0,0.0
PMT2094,1,0,0.0
PMT2095,1,0,0.0
PMT2096,1,0,0.0
PMT2097,1,0,0.0
PMT2098,1,0,0.0
PMT2099,1,0,0.0
PMT2100,1,0,0.0
PMT2101,1,0,0.0
PMT2102,1,0,0.0
PMT2103,1,0,0.0
PMT2104,1,0,0.0
PMT2105,1,0,0.0
PMT2106,1,0,0.0
PMT2107,1,0,0.0
PMT2108,1,0,0.0
PMT2109,1,0,0.0
PMT2110,1,0,0.0
PMT2111,1,0,0.0
PMT2112,1,0,0.0
PMT2113,1,0,0.0
PMT2114,1,0,0.0
PMT2115,1,0,0.0
PMT2116,1,0,0.0
PMT2117,1,0,0.0
PMT2118,1,0,0.0
PMT2121,1,0,0.0
PMT2123,1,0,0.0
PMT2124,1,0,0.0
PMT2125,1,0,0.0
PMT2126,1,0,0.0
PMT2127,1,0,0.0
PMT2128,1,0,0.0
PMT2130,1,0,0.0
PMT2131,1,0,0.0
PMT2132,1,0,0.0
PMT2133,1,0,0.0
PMT2135,1,0,0.0
PMT2136,1,0,0.0
PMT2137,1,0,0.0
PMT2138,1,0,0.0
PMT2139,1,0,0.0
PMT2141,1,0,0.0
PMT2142,1,0,0.0
PMT2143,1,0,0.0
PMT2144,1,0,0.0
PMT2145,1,0,0.0
PMT2146,1,0,0.0
PMT2148,1,0,0.0
PMT2149,1,0,0.0
PMT2150,1,0,0.0
PMT2151,1,0,0.0
PMT2152,1,0,0.0
PMT2153,1,0,0.0
PMT2154,1,0,0.0
PMT2157,1,0,0.0
PMT2158,1,0,0.0
PMT2159,1,0,0.0
PMT2160,1,0,0.0
PMT2161,1,0,0.0
PMT2162,1,0,0.0
PMT2163,1,0,0.0
PMT2164,1,0,0.0
PMT2165,1,0,0.0
PMT2167,1,0,0.0
PMT2168,1,0,0.0
PMT2169,1,0,0.0
PMT2170,1,0,0.0
PMT2171,1,0,0.0
PMT2172,1,0,0.0
PMT2173,1,0,0.0
PMT2174,1,1,100.0
PMT2175,1,0,0.0
PMT2176,1,0,0.0
PMT2177,1,0,0.0
PMT2178,1,0,0.0
PMT2179,1,0,0.0
PMT2180,1,1,100.0
PMT2181,1,0,0.0
PMT2182,1,0,0.0
PMT2183,1,0,0.0
PMT2184,1,0,0.0
PMT2185,1,0,0.0
PMT2186,1,0,0.0
PMT2187,1,0,0.0
PMT2188,1,0,0.0
PMT2189,1,0,0.0
PMT2190,1,0,0.0
PMT2191,1,0,0.0
PMT2192,1,0,0.0
PMT2193,1,0,0.0
PMT2194,1,0,0.0
PMT2195,1,0,0.0
PMT2196,1,0,0.0
PMT2197,1,0,0.0
PMT2198,1,0,0.0
PMT2199,1,0,0.0
PMT2201,1,0,0.0
PMT2202,1,0,0.0
PMT2203,1,0,0.0
PMT2204,1,0,0.0
PMT2205,1,0,0.0
PMT2206,1,0,0.0
PMT2207,1,0,0.0
PMT2208,1,0,0.0
PMT2209,1,0,0.0
PMT2210,1,0,0.0
PMT2211,1,0,0.0
PMT2212,1,0,0.0
PMT2213,1,0,0.0
PMT2214,1,0,0.0
PMT2215,1,0,0.0
PMT2216,1,0,0.0
PMT2217,1,0,0.0
PMT2218,1,0,0.0
PMT2219,1,0,0.0
PMT2220,1,0,0.0
PMT2221,1,0,0.0
PMT2222,1,0,0.0
PMT2223,1,0,0.0
PMT2224,1,0,0.0
PMT2237,1,0,0.0
PMT2238,1,0,0.0
PMT2241,1,1,100.0
PMT2242,1,0,0.0
PMT2243,1,0,0.0
PMT2244,1,0,0.0
PMT2245,1,0,0.0
PMT2246,1,0,0.0
PMT2247,1,0,0.0
PMT2248,1,0,0.0
PMT2249,1,0,0.0
PMT2250,1,0,0.0
PMT2251,1,0,0.0
PMT2252,1,0,0.0
PMT2253,1,0,0.0
PMT2254,1,0,0.0
PMT2255,1,0,0.0
PMT2256,1,0,0.0
PMT2257,1,0,0.0
PMT2258,1,0,0.0
PMT2259,1,0,0.0
PMT2260,1,0,0.0
PMT2261,1,0,0.0
PMT2262,1,0,0.0
