locus_tag,n_tested,n_up,pct_up
PMM0984,2,1,50.0
PMM0985,3,0,0.0
PMM0986,3,0,0.0
PMM0987,3,0,0.0
PMM0988,3,0,0.0
PMM0989,3,0,0.0
PMM0990,3,1,33.333333333333336
PMM0991,2,1,50.0
PMM0992,3,0,0.0
PMM0993,3,0,0.0
PMM0994,2,0,0.0
PMM0995,1,0,0.0
PMM0996,3,2,66.66666666666667
PMM0997,2,0,0.0
PMM0998,3,1,33.333333333333336
PMM0999,2,0,0.0
PMM1000,2,0,0.0
PMM1001,3,0,0.0
PMM1002,3,0,0.0
PMM1003,2,0,0.0
PMM1004,3,0,0.0
PMM1005,2,0,0.0
PMM1006,3,0,0.0
PMM1007,3,0,0.0
PMM1008,2,0,0.0
PMM1009,2,1,50.0
PMM1010,3,0,0.0
PMM1011,2,0,0.0
PMM1012,3,0,0.0
PMM1013,3,3,100.0
PMM1014,3,1,33.333333333333336
PMM1015,3,0,0.0
PMM1016,1,0,0.0
PMM1017,2,1,50.0
PMM1018,2,0,0.0
PMM1019,3,0,0.0
PMM1020,2,1,50.0
PMM1021,3,0,0.0
PMM1022,2,0,0.0
PMM1023,2,0,0.0
PMM1024,2,1,50.0
PMM1025,3,2,66.66666666666667
PMM1026,2,0,0.0
PMM1027,2,0,0.0
PMM1028,2,0,0.0
PMM1029,2,0,0.0
PMM1030,3,0,0.0
PMM1031,3,1,33.333333333333336
PMM1032,3,0,0.0
PMM1033,3,0,0.0
PMM1034,3,0,0.0
PMM1035,2,0,0.0
PMM1036,1,0,0.0
PMM1037,2,2,100.0
PMM1038,3,3,100.0
PMM1039,3,2,66.66666666666667
PMM1040,3,1,33.333333333333336
PMM1041,3,3,100.0
PMM1042,3,0,0.0
PMM1043,2,1,50.0
PMM1044,3,0,0.0
PMM1045,3,1,33.333333333333336
PMM1046,2,1,50.0
PMM1047,3,0,0.0
PMM1048,3,1,33.333333333333336
PMM1049,3,1,33.333333333333336
PMM1050,3,2,66.66666666666667
PMM1051,3,0,0.0
PMM1052,3,0,0.0
PMM1053,3,0,0.0
PMM1054,3,0,0.0
PMM1055,3,0,0.0
PMM1056,3,0,0.0
PMM1057,3,0,0.0
PMM1058,2,0,0.0
PMM1059,3,0,0.0
PMM1060,3,0,0.0
PMM1061,3,0,0.0
PMM1062,3,0,0.0
PMM1063,3,1,33.333333333333336
PMM1064,3,1,33.333333333333336
PMM1065,3,0,0.0
PMM1066,3,0,0.0
PMM1067,2,0,0.0
PMM1068,3,1,33.333333333333336
PMM1069,3,1,33.333333333333336
PMM1070,3,0,0.0
PMM1071,3,0,0.0
PMM1072,3,1,33.333333333333336
PMM1073,3,1,33.333333333333336
PMM1074,3,2,66.66666666666667
PMM1075,3,2,66.66666666666667
PMM1076,3,0,0.0
PMM1077,3,1,33.333333333333336
PMM1078,3,2,66.66666666666667
PMM1079,3,0,0.0
PMM1080,3,1,33.333333333333336
PMM1081,3,1,33.333333333333336
PMM1082,3,0,0.0
PMM1083,3,0,0.0
PMM1084,3,0,0.0
PMM1085,3,0,0.0
PMM1086,3,0,0.0
PMM1087,3,0,0.0
PMM1088,3,0,0.0
PMM1089,2,0,0.0
PMM1090,3,0,0.0
PMM1091,3,1,33.333333333333336
PMM1092,3,1,33.333333333333336
PMM1093,3,0,0.0
PMM1094,3,0,0.0
PMM1095,3,0,0.0
PMM1096,2,1,50.0
PMM1097,3,2,66.66666666666667
PMM1098,3,0,0.0
PMM1099,3,0,0.0
PMM1100,2,0,0.0
PMM1101,3,0,0.0
PMM1102,3,0,0.0
PMM1103,3,0,0.0
PMM1104,2,0,0.0
PMM1105,3,0,0.0
PMM1106,3,1,33.333333333333336
PMM1107,3,0,0.0
PMM1108,3,1,33.333333333333336
PMM1109,3,0,0.0
PMM1110,2,0,0.0
PMM1111,3,0,0.0
PMM1112,3,0,0.0
PMM1113,3,0,0.0
PMM1114,3,0,0.0
PMM1115,3,0,0.0
PMM1116,3,0,0.0
PMM1117,1,0,0.0
PMM1118,2,1,50.0
PMM1119,3,1,33.333333333333336
PMM1120,3,1,33.333333333333336
PMM1121,3,1,33.333333333333336
PMM1122,3,1,33.333333333333336
PMM1124,3,1,33.333333333333336
PMM1125,2,0,0.0
PMM1126,3,1,33.333333333333336
PMM1127,2,0,0.0
PMM1128,3,2,66.66666666666667
PMM1129,3,0,0.0
PMM1130,3,0,0.0
PMM1131,3,0,0.0
PMM1132,3,1,33.333333333333336
PMM1133,3,0,0.0
PMM1134,2,2,100.0
PMM1135,3,2,66.66666666666667
PMM1136,1,0,0.0
PMM1137,2,0,0.0
PMM1138,3,0,0.0
PMM1139,3,0,0.0
PMM1140,3,0,0.0
PMM1141,3,0,0.0
PMM1142,3,0,0.0
PMM1143,2,0,0.0
PMM1144,3,1,33.333333333333336
PMM1145,3,0,0.0
PMM1146,3,1,33.333333333333336
PMM1147,3,0,0.0
PMM1148,3,0,0.0
PMM1149,2,1,50.0
PMM1150,3,1,33.333333333333336
PMM1151,3,1,33.333333333333336
PMM1152,3,0,0.0
PMM1152a,1,0,0.0
PMM1153,3,0,0.0
PMM1154,3,2,66.66666666666667
PMM1155,2,1,50.0
PMM1156,3,0,0.0
PMM1157,3,0,0.0
PMM1158,3,0,0.0
PMM1159,3,0,0.0
PMM1160,3,0,0.0
PMM1161,2,0,0.0
PMM1162,3,0,0.0
PMM1163,3,0,0.0
PMM1164,3,0,0.0
PMM1165,3,0,0.0
PMM1166,3,0,0.0
PMM1167,3,0,0.0
PMM1168,3,0,0.0
PMM1169,3,1,33.333333333333336
PMM1170,3,0,0.0
PMM1171,3,0,0.0
PMM1172,3,0,0.0
PMM1173,2,0,0.0
PMM1174,3,0,0.0
PMM1175,3,0,0.0
PMM1176,2,0,0.0
PMM1177,3,0,0.0
PMM1178,3,1,33.333333333333336
PMM1179,2,0,0.0
PMM1180,3,0,0.0
PMM1181,3,0,0.0
PMM1182,3,0,0.0
PMM1183,2,0,0.0
PMM1184,2,0,0.0
PMM1185,3,0,0.0
PMM1186,3,0,0.0
PMM1187,3,0,0.0
PMM1188,3,0,0.0
PMM1189,3,0,0.0
PMM1190,3,0,0.0
PMM1191,3,0,0.0
PMM1192,3,0,0.0
PMM1193,3,0,0.0
PMM1194,1,0,0.0
PMM1195,3,0,0.0
PMM1196,3,0,0.0
PMM1197,3,0,0.0
PMM1198,3,0,0.0
PMM1199,3,0,0.0
PMM1200,3,0,0.0
PMM1201,3,1,33.333333333333336
PMM1202,3,0,0.0
PMM1203,3,0,0.0
PMM1204,3,0,0.0
PMM1205,3,1,33.333333333333336
PMM1206,3,0,0.0
PMM1207,3,0,0.0
PMM1208,3,1,33.333333333333336
PMM1209,3,1,33.333333333333336
PMM1210,3,0,0.0
PMM1211,2,1,50.0
PMM1212,3,0,0.0
PMM1213,3,0,0.0
PMM1214,3,1,33.333333333333336
PMM1215,3,1,33.333333333333336
PMM1216,3,0,0.0
PMM1217,3,0,0.0
PMM1218,3,0,0.0
PMM1219,3,0,0.0
PMM1220,3,0,0.0
PMM1221,3,1,33.333333333333336
PMM1222,3,0,0.0
PMM1223,3,1,33.333333333333336
PMM1224,3,0,0.0
PMM1225,3,0,0.0
PMM1226,3,0,0.0
PMM1227,3,0,0.0
PMM1228,3,0,0.0
PMM1229,3,0,0.0
PMM1230,3,0,0.0
PMM1231,3,0,0.0
PMM1232,3,0,0.0
PMM1233,3,0,0.0
PMM1234,3,0,0.0
PMM1235,3,0,0.0
PMM1236,3,0,0.0
PMM1237,3,0,0.0
PMM1238,3,1,33.333333333333336
PMM1239,3,1,33.333333333333336
PMM1240,3,0,0.0
PMM1241,3,0,0.0
PMM1242,3,0,0.0
PMM1243,3,0,0.0
PMM1244,2,0,0.0
PMM1245,1,0,0.0
PMM1246,3,1,33.333333333333336
PMM1247,3,0,0.0
PMM1248,2,1,50.0
PMM1249,2,1,50.0
PMM1250,3,0,0.0
PMM1251,3,0,0.0
PMM1252,2,0,0.0
PMM1253,3,1,33.333333333333336
PMM1254,3,0,0.0
PMM1255,3,0,0.0
PMM1256,3,0,0.0
PMM1257,3,0,0.0
PMM1258,3,0,0.0
PMM1259,3,0,0.0
PMM1260,3,0,0.0
PMM1261,3,0,0.0
PMM1262,3,1,33.333333333333336
PMM1263,3,0,0.0
PMM1264,3,0,0.0
PMM1265,3,0,0.0
PMM1266,3,0,0.0
PMM1267,3,1,33.333333333333336
PMM1268,3,0,0.0
PMM1269,3,0,0.0
PMM1270,3,0,0.0
PMM1271,3,0,0.0
PMM1272,3,0,0.0
PMM1273,3,0,0.0
PMM1274,3,0,0.0
PMM1275,3,0,0.0
PMM1276,1,0,0.0
PMM1278,3,0,0.0
PMM1279,2,0,0.0
PMM1280,3,0,0.0
PMM1281,3,0,0.0
PMM1282,2,0,0.0
PMM1283,3,1,33.333333333333336
PMM1284,3,0,0.0
PMM1285,3,0,0.0
PMM1286,3,0,0.0
PMM1287,3,0,0.0
PMM1288,3,0,0.0
PMM1289,3,0,0.0
PMM1290,3,0,0.0
PMM1291,2,0,0.0
PMM1292,3,0,0.0
PMM1293,3,0,0.0
PMM1294,3,0,0.0
PMM1295,2,0,0.0
PMM1296,2,0,0.0
PMM1297,3,0,0.0
PMM1298,3,0,0.0
PMM1299,3,0,0.0
PMM1300,3,0,0.0
PMM1301,3,0,0.0
PMM1303,3,0,0.0
PMM1304,3,1,33.333333333333336
PMM1305,3,0,0.0
PMM1306,3,0,0.0
PMM1307,3,1,33.333333333333336
PMM1308,3,1,33.333333333333336
PMM1309,3,1,33.333333333333336
PMM1310,3,0,0.0
PMM1311,2,0,0.0
PMM1312,3,2,66.66666666666667
PMM1313,3,2,66.66666666666667
PMM1314,3,0,0.0
PMM1315,3,0,0.0
PMM1316,2,0,0.0
PMM1317,3,0,0.0
PMM1318,2,0,0.0
PMM1319,3,0,0.0
PMM1320,2,0,0.0
PMM1321,3,0,0.0
PMM1322,3,2,66.66666666666667
PMM1323,2,0,0.0
PMM1324,3,1,33.333333333333336
PMM1325,3,0,0.0
PMM1326,3,0,0.0
PMM1327,3,0,0.0
PMM1328,3,0,0.0
PMM1329,3,0,0.0
PMM1330,3,0,0.0
PMM1331,3,1,33.333333333333336
PMM1332,3,0,0.0
PMM1333,3,1,33.333333333333336
PMM1334,3,0,0.0
PMM1335,3,0,0.0
PMM1336,3,0,0.0
PMM1337,3,0,0.0
PMM1338,3,0,0.0
PMM1339,3,0,0.0
PMM1340,3,0,0.0
PMM1341,3,0,0.0
PMM1342,3,1,33.333333333333336
PMM1343,3,0,0.0
PMM1344,3,0,0.0
PMM1345,3,0,0.0
PMM1346,3,0,0.0
PMM1347,3,0,0.0
PMM1348,3,0,0.0
PMM1349,3,1,33.333333333333336
PMM1350,3,0,0.0
PMM1351,2,0,0.0
PMM1352,3,0,0.0
PMM1353,3,0,0.0
PMM1354,3,0,0.0
PMM1355,3,1,33.333333333333336
PMM1356,3,0,0.0
PMM1357,3,0,0.0
PMM1358,2,0,0.0
PMM1359,3,0,0.0
PMM1360,2,0,0.0
PMM1361,3,0,0.0
PMM1362,3,1,33.333333333333336
PMM1363,2,2,100.0
PMM1364,3,0,0.0
PMM1365,2,0,0.0
PMM1366,3,1,33.333333333333336
PMM1367,2,0,0.0
PMM1368,3,0,0.0
PMM1369,3,0,0.0
PMM1370,3,1,33.333333333333336
PMM1371,2,0,0.0
PMM1372,3,0,0.0
PMM1373,2,0,0.0
PMM1374,2,0,0.0
PMM1375,3,0,0.0
PMM1376,2,1,50.0
PMM1377,3,0,0.0
PMM1378,3,1,33.333333333333336
PMM1379,3,0,0.0
PMM1380,3,0,0.0
PMM1381,2,0,0.0
PMM1382,3,0,0.0
PMM1383,3,0,0.0
PMM1384,2,1,50.0
PMM1385,2,1,50.0
PMM1386,3,0,0.0
PMM1387,2,1,50.0
PMM1388,3,0,0.0
PMM1389,3,0,0.0
PMM1390,3,2,66.66666666666667
PMM1391,3,3,100.0
PMM1392,3,1,33.333333333333336
PMM1393,2,0,0.0
PMM1394,2,0,0.0
PMM1395,2,1,50.0
PMM1396,1,0,0.0
PMM1397,1,0,0.0
PMM1400,3,1,33.333333333333336
PMM1401,3,0,0.0
PMM1402,3,0,0.0
PMM1403,2,1,50.0
PMM1404,2,1,50.0
PMM1405,3,0,0.0
PMM1406,3,0,0.0
PMM1407,2,0,0.0
PMM1408,3,1,33.333333333333336
PMM1409,3,1,33.333333333333336
PMM1410,2,0,0.0
PMM1411,1,0,0.0
PMM1412,3,1,33.333333333333336
PMM1413,3,0,0.0
PMM1414,3,1,33.333333333333336
PMM1415,3,0,0.0
PMM1417,2,0,0.0
PMM1418,2,1,50.0
PMM1419,3,0,0.0
PMM1420,2,0,0.0
PMM1421,3,1,33.333333333333336
PMM1422,2,0,0.0
PMM1423,3,1,33.333333333333336
PMM1424,3,1,33.333333333333336
PMM1425,3,0,0.0
PMM1426,2,0,0.0
PMM1427,1,1,100.0
PMM1428,3,1,33.333333333333336
PMM1429,2,0,0.0
PMM1430,2,0,0.0
PMM1431,3,0,0.0
PMM1432,3,0,0.0
PMM1433,3,0,0.0
PMM1434,3,2,66.66666666666667
PMM1435,2,0,0.0
PMM1436,3,0,0.0
PMM1437,3,0,0.0
PMM1438,3,0,0.0
PMM1439,3,0,0.0
PMM1440,3,0,0.0
PMM1441,3,0,0.0
PMM1442,3,2,66.66666666666667
PMM1443,3,1,33.333333333333336
PMM1444,2,0,0.0
PMM1445,3,0,0.0
PMM1446,3,0,0.0
PMM1447,3,0,0.0
PMM1448,3,0,0.0
PMM1449,2,0,0.0
PMM1450,3,0,0.0
PMM1451,3,0,0.0
PMM1452,3,0,0.0
PMM1453,3,0,0.0
PMM1454,3,0,0.0
PMM1455,2,0,0.0
PMM1456,3,0,0.0
PMM1457,3,0,0.0
PMM1458,2,1,50.0
PMM1459,2,0,0.0
PMM1460,3,0,0.0
PMM1461,3,1,33.333333333333336
PMM1462,2,1,50.0
PMM1464,3,1,33.333333333333336
PMM1465,3,0,0.0
PMM1466,3,0,0.0
PMM1467,3,1,33.333333333333336
PMM1468,3,1,33.333333333333336
PMM1469,3,1,33.333333333333336
PMM1470,3,0,0.0
PMM1471,3,0,0.0
PMM1472,3,0,0.0
PMM1473,2,1,50.0
PMM1474,3,1,33.333333333333336
PMM1475,3,0,0.0
PMM1476,3,1,33.333333333333336
PMM1477,2,1,50.0
PMM1478,3,1,33.333333333333336
PMM1479,3,2,66.66666666666667
PMM1480,3,1,33.333333333333336
PMM1481,3,0,0.0
PMM1482,3,0,0.0
PMM1483,3,0,0.0
PMM1484,3,0,0.0
PMM1485,3,0,0.0
PMM1486,3,1,33.333333333333336
PMM1487,2,0,0.0
PMM1488,3,0,0.0
PMM1489,3,0,0.0
PMM1490,3,2,66.66666666666667
PMM1491,3,0,0.0
PMM1492,3,0,0.0
PMM1493,3,0,0.0
PMM1494,3,0,0.0
PMM1495,2,0,0.0
PMM1496,3,0,0.0
PMM1497,3,0,0.0
PMM1498,3,0,0.0
PMM1499,3,0,0.0
PMM1500,3,0,0.0
PMM1501,3,0,0.0
PMM1502,3,1,33.333333333333336
PMM1503,3,0,0.0
PMM1504,3,0,0.0
PMM1505,3,0,0.0
PMM1506,3,0,0.0
PMM1507,3,0,0.0
PMM1508,3,0,0.0
PMM1509,3,0,0.0
PMM1510,3,0,0.0
PMM1511,3,0,0.0
PMM1513,3,0,0.0
PMM1514,3,2,66.66666666666667
PMM1515,3,0,0.0
PMM1516,2,0,0.0
PMM1517,3,0,0.0
PMM1518,3,0,0.0
PMM1519,3,0,0.0
PMM1520,2,0,0.0
PMM1521,2,0,0.0
PMM1522,3,0,0.0
PMM1523,3,0,0.0
PMM1524,3,0,0.0
PMM1525,3,0,0.0
PMM1526,3,1,33.333333333333336
PMM1527,3,1,33.333333333333336
PMM1528,3,0,0.0
PMM1529,3,0,0.0
PMM1530,3,0,0.0
PMM1531,3,0,0.0
PMM1532,3,0,0.0
PMM1533,3,0,0.0
PMM1534,3,0,0.0
PMM1535,3,0,0.0
PMM1536,3,0,0.0
PMM1537,3,0,0.0
PMM1538,2,0,0.0
PMM1539,3,0,0.0
PMM1540,3,0,0.0
PMM1541,3,0,0.0
PMM1542,3,0,0.0
PMM1543,3,0,0.0
PMM1544,3,0,0.0
PMM1545,3,0,0.0
PMM1546,3,0,0.0
PMM1547,3,0,0.0
PMM1548,3,0,0.0
PMM1549,3,0,0.0
PMM1550,3,0,0.0
PMM1551,3,0,0.0
PMM1552,3,0,0.0
PMM1553,3,0,0.0
PMM1554,3,0,0.0
PMM1555,3,0,0.0
PMM1556,3,0,0.0
PMM1557,3,0,0.0
PMM1558,3,0,0.0
PMM1559,3,0,0.0
PMM1560,2,0,0.0
PMM1561,3,0,0.0
PMM1562,3,2,66.66666666666667
PMM1563,2,0,0.0
PMM1564,3,1,33.333333333333336
PMM1565,3,1,33.333333333333336
PMM1566,2,0,0.0
PMM1567,2,1,50.0
PMM1568,3,0,0.0
PMM1569,3,0,0.0
PMM1570,3,0,0.0
PMM1571,3,0,0.0
PMM1572,3,0,0.0
PMM1573,3,0,0.0
PMM1574,3,1,33.333333333333336
PMM1575,3,1,33.333333333333336
PMM1576,3,1,33.333333333333336
PMM1577,3,0,0.0
PMM1578,3,0,0.0
PMM1579,3,0,0.0
PMM1580,3,0,0.0
PMM1581,3,0,0.0
PMM1582,3,0,0.0
PMM1583,3,0,0.0
PMM1584,3,1,33.333333333333336
PMM1585,3,0,0.0
PMM1586,3,0,0.0
PMM1587,1,1,100.0
PMM1588,3,1,33.333333333333336
PMM1589,3,1,33.333333333333336
PMM1590,3,0,0.0
PMM1591,3,0,0.0
PMM1592,3,0,0.0
PMM1593,3,0,0.0
PMM1594,3,0,0.0
PMM1595,2,1,50.0
PMM1596,3,1,33.333333333333336
PMM1597,3,0,0.0
PMM1598,3,0,0.0
PMM1599,3,0,0.0
PMM1600,3,0,0.0
PMM1601,3,3,100.0
PMM1602,2,1,50.0
PMM1603,3,1,33.333333333333336
PMM1604,3,0,0.0
PMM1605,3,1,33.333333333333336
PMM1606,3,0,0.0
PMM1607,3,0,0.0
PMM1608,3,0,0.0
PMM1609,3,0,0.0
PMM1610,3,0,0.0
PMM1611,3,1,33.333333333333336
PMM1612,1,0,0.0
PMM1613,3,0,0.0
PMM1614,3,0,0.0
PMM1615,3,1,33.333333333333336
PMM1616,3,1,33.333333333333336
PMM1617,3,0,0.0
PMM1618,3,0,0.0
PMM1619,3,0,0.0
PMM1620,2,0,0.0
PMM1621,3,0,0.0
PMM1622,3,0,0.0
PMM1623,3,2,66.66666666666667
PMM1624,3,0,0.0
PMM1625,3,0,0.0
PMM1626,3,1,33.333333333333336
PMM1627,3,0,0.0
PMM1628,3,0,0.0
PMM1629,3,0,0.0
PMM1630,3,0,0.0
PMM1631,2,0,0.0
PMM1632,2,0,0.0
PMM1633,2,0,0.0
PMM1634,3,0,0.0
PMM1635,3,0,0.0
PMM1636,3,0,0.0
PMM1637,3,0,0.0
PMM1638,3,0,0.0
PMM1639,3,0,0.0
PMM1640,3,0,0.0
PMM1641,2,0,0.0
PMM1642,3,0,0.0
PMM1643,3,0,0.0
PMM1644,2,0,0.0
PMM1645,3,0,0.0
PMM1646,3,1,33.333333333333336
PMM1647,3,0,0.0
PMM1648,3,1,33.333333333333336
PMM1649,3,0,0.0
PMM1650,3,0,0.0
PMM1651,3,0,0.0
PMM1652,3,0,0.0
PMM1653,3,0,0.0
PMM1654,3,0,0.0
PMM1655,3,0,0.0
PMM1656,3,0,0.0
PMM1657,3,0,0.0
PMM1658,3,0,0.0
PMM1659,3,0,0.0
PMM1660,3,0,0.0
PMM1661,2,0,0.0
PMM1662,3,0,0.0
PMM1663,3,0,0.0
PMM1664,3,0,0.0
PMM1666,3,0,0.0
PMM1667,3,1,33.333333333333336
PMM1668,3,0,0.0
PMM1669,3,2,66.66666666666667
PMM1670,3,1,33.333333333333336
PMM1671,3,1,33.333333333333336
PMM1672,3,1,33.333333333333336
PMM1673,3,0,0.0
PMM1674,3,0,0.0
PMM1675,3,0,0.0
PMM1676,3,0,0.0
PMM1677,3,1,33.333333333333336
PMM1678,3,2,66.66666666666667
PMM1679,3,0,0.0
PMM1680,1,0,0.0
PMM1681,2,0,0.0
PMM1682,3,0,0.0
PMM1683,3,0,0.0
PMM1684,3,0,0.0
PMM1685,3,0,0.0
PMM1686,3,0,0.0
PMM1687,3,1,33.333333333333336
PMM1688,3,0,0.0
PMM1689,3,2,66.66666666666667
PMM1690,3,1,33.333333333333336
PMM1691,3,1,33.333333333333336
PMM1692,3,1,33.333333333333336
PMM1693,3,0,0.0
PMM1694,3,2,66.66666666666667
PMM1695,2,0,0.0
PMM1696,3,0,0.0
PMM1697,3,1,33.333333333333336
PMM1698,2,0,0.0
PMM1699,3,0,0.0
PMM1700,3,2,66.66666666666667
PMM1701,3,1,33.333333333333336
PMM1702,3,1,33.333333333333336
PMM1703,3,1,33.333333333333336
PMM1704,3,0,0.0
PMM1705,3,0,0.0
PMM1706,3,0,0.0
PMM1707,3,0,0.0
PMM1708,2,0,0.0
PMM1709,3,0,0.0
PMM1710,1,0,0.0
PMM1711,3,0,0.0
PMM1712,3,1,33.333333333333336
PMM1713,3,0,0.0
PMM1714,3,0,0.0
PMM1715,3,0,0.0
PMM1716,3,0,0.0
PMM1800,2,0,0.0
PMM1802,1,0,0.0
PMM1803,1,0,0.0
PMM1804,1,1,100.0
PMM1805,1,0,0.0
PMM1807,1,0,0.0
PMM1810,1,0,0.0
PMM1812,1,0,0.0
PMM1813,1,1,100.0
PMM1814,1,0,0.0
PMM1816,2,0,0.0
PMM1821,1,0,0.0
PMM1824,1,0,0.0
PMM1825,1,0,0.0
PMM1826,1,0,0.0
PMM1828,1,1,100.0
PMM1830,1,0,0.0
PMM1831,1,0,0.0
PMM1832,1,0,0.0
PMM1834,1,1,100.0
PMM1835,1,0,0.0
PMM1837,1,0,0.0
PMM1839,1,0,0.0
PMM1840,1,0,0.0
PMM1841,3,0,0.0
PMM1843,1,0,0.0
PMM1845,1,0,0.0
PMM1846,2,0,0.0
PMM1847,2,0,0.0
PMM1850,1,0,0.0
PMM1851,2,0,0.0
PMM1852,1,0,0.0
PMM1853,1,0,0.0
PMM1854,1,0,0.0
PMM1855,1,0,0.0
PMM1857,1,0,0.0
PMM1858,1,0,0.0
PMM1859,2,0,0.0
PMM1860,1,1,100.0
PMM1863,1,1,100.0
PMM1864,1,1,100.0
PMM1865,1,0,0.0
PMM1866,2,0,0.0
PMM1867,1,0,0.0
PMM1868,1,0,0.0
PMM1870,1,1,100.0
PMM1871,1,0,0.0
PMM1872,1,1,100.0
PMM1873,1,1,100.0
PMM1874,1,0,0.0
PMM1880,1,0,0.0
PMM1881,1,0,0.0
PMM1882,1,0,0.0
PMM1883,2,0,0.0
PMM1884,2,1,50.0
PMM1885,1,1,100.0
PMM1887,1,0,0.0
PMM1890,1,0,0.0
PMM1891,1,0,0.0
PMM1892,2,0,0.0
PMM1893,1,1,100.0
PMM1894,1,1,100.0
PMM1897,1,1,100.0
PMM1898,1,1,100.0
PMM1899,1,0,0.0
PMM1902,1,0,0.0
PMM1903,1,0,0.0
PMM1904,1,0,0.0
PMM1905,2,0,0.0
PMM1907,1,0,0.0
PMM1910,1,1,100.0
PMM1911,1,0,0.0
PMM1912,2,0,0.0
PMM1913,1,0,0.0
PMM1914,1,0,0.0
PMM1915,2,2,100.0
PMM1919,1,1,100.0
PMM1921,1,0,0.0
PMM1922,1,0,0.0
PMM1924,2,0,0.0
PMM1925,1,0,0.0
PMM1926,1,0,0.0
PMM1928,1,0,0.0
PMM1931,1,0,0.0
PMM1932,1,0,0.0
PMM1934,1,0,0.0
PMM1937,1,0,0.0
PMM1939,2,1,50.0
PMM1941,1,1,100.0
PMM1943,2,0,0.0
PMM1944,1,0,0.0
PMM1946,1,0,0.0
PMM1948,1,0,0.0
PMM1949,1,0,0.0
PMM1950,1,0,0.0
PMM1951,1,0,0.0
PMM1952,1,0,0.0
PMM1954,1,0,0.0
PMM1955,1,1,100.0
PMM1956,1,0,0.0
PMM1957,1,0,0.0
PMM1958,1,0,0.0
PMM1959,1,1,100.0
PMM1960,1,0,0.0
PMM1961,1,0,0.0
PMM1962,1,0,0.0
PMM1963,1,0,0.0
PMM1964,1,0,0.0
PMM1966,1,1,100.0
PMM1968,1,0,0.0
PMM1970,1,1,100.0
PMM1971,1,0,0.0
PMM1972,1,1,100.0
PMM1975,1,0,0.0
PMM1978,1,0,0.0
PMM1981,1,0,0.0
PMM1982,1,0,0.0
PMM1983,1,1,100.0
PMM1985,1,0,0.0
PMM1988,1,0,0.0
PMM1989,1,0,0.0
PMM1990,1,0,0.0
PMM1991,1,0,0.0
PMM1992,2,0,0.0
PMM1994,1,0,0.0
PMM1998,1,0,0.0
PMM2002,1,0,0.0
PMM2003,1,1,100.0
PMM2005,1,1,100.0
PMM2006,1,0,0.0
PMM2007,1,0,0.0
PMM2008,1,0,0.0
PMM2009,1,0,0.0
PMM2010,1,0,0.0
PMM2011,2,0,0.0
PMM2013,1,1,100.0
PMM2014,1,0,0.0
PMM2015,1,0,0.0
PMM2019,2,0,0.0
PMM2034,1,0,0.0
PMM2046,1,0,0.0
PMM2077,1,1,100.0
PMT0001,1,0,0.0
PMT0002,1,0,0.0
PMT0003,1,0,0.0
PMT0004,1,0,0.0
PMT0005,1,0,0.0
PMT0006,1,0,0.0
PMT0007,1,0,0.0
PMT0008,1,0,0.0
PMT0009,1,0,0.0
PMT0010,1,0,0.0
PMT0011,1,0,0.0
PMT0012,1,0,0.0
PMT0013,1,0,0.0
PMT0014,1,0,0.0
PMT0015,1,0,0.0
PMT0016,1,0,0.0
PMT0017,1,0,0.0
PMT0018,1,0,0.0
PMT0019,1,0,0.0
PMT0020,1,0,0.0
PMT0021,1,0,0.0
PMT0022,1,0,0.0
PMT0023,1,0,0.0
PMT0024,1,0,0.0
PMT0025,1,0,0.0
PMT0026,1,0,0.0
PMT0027,1,0,0.0
PMT0028,1,0,0.0
PMT0029,1,0,0.0
PMT0030,1,0,0.0
PMT0031,1,0,0.0
PMT0032,1,0,0.0
PMT0033,1,0,0.0
PMT0034,1,0,0.0
PMT0035,1,0,0.0
PMT0036,1,0,0.0
PMT0037,1,0,0.0
PMT0038,1,0,0.0
PMT0039,1,0,0.0
PMT0040,1,0,0.0
PMT0043,1,0,0.0
PMT0044,1,0,0.0
PMT0045,1,0,0.0
PMT0046,1,0,0.0
PMT0047,1,0,0.0
PMT0048,1,0,0.0
PMT0049,1,0,0.0
PMT0052,1,0,0.0
PMT0054,1,0,0.0
PMT0055,1,0,0.0
PMT0056,1,0,0.0
PMT0057,1,0,0.0
PMT0058,1,0,0.0
PMT0059,1,0,0.0
PMT0060,1,0,0.0
PMT0061,1,0,0.0
PMT0062,1,0,0.0
PMT0063,1,0,0.0
PMT0064,1,0,0.0
PMT0065,1,0,0.0
PMT0066,1,0,0.0
PMT0067,1,0,0.0
PMT0068,1,0,0.0
PMT0069,1,0,0.0
PMT0070,1,0,0.0
PMT0071,1,0,0.0
PMT0073,1,0,0.0
PMT0074,1,0,0.0
PMT0075,1,0,0.0
PMT0076,1,0,0.0
PMT0077,1,0,0.0
PMT0078,1,0,0.0
PMT0079,1,0,0.0
PMT0080,1,0,0.0
PMT0081,1,0,0.0
PMT0082,1,0,0.0
PMT0083,1,0,0.0
PMT0085,1,0,0.0
PMT0086,1,0,0.0
PMT0087,1,0,0.0
PMT0088,1,0,0.0
PMT0090,1,0,0.0
PMT0091,1,0,0.0
PMT0095,1,0,0.0
PMT0096,1,0,0.0
PMT0098,1,0,0.0
PMT0099,1,0,0.0
PMT0100,1,0,0.0
PMT0102,1,0,0.0
PMT0103,1,0,0.0
