group,organism_name,locus_tag,experiment_id,omics_type,timepoint,log2fc,padj,expression_status
background_N,Prochlorococcus MIT9313,PMT1470,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,-2.31383240855275,0.01,significant_down
background_N,Prochlorococcus MIT9313,PMT1503,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,-2.055609993,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT2158,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,-1.991971431,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0187,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,-1.92009328071791,0.01,significant_down
background_N,Prochlorococcus MIT9313,PMT1597,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,12h,-1.835087575,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0536,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,-1.801917189,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT2158,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,12h,-1.7601847,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT2013,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,-1.72753742721306,0.01,significant_down
background_N,Prochlorococcus MIT9313,PMT_2119,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,-1.68634905817292,0.01,significant_down
background_N,Prochlorococcus MIT9313,PMT2180,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,1.65466732264542,0.01,significant_up
background_N,Prochlorococcus MIT9313,PMT0358,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,0h,-1.638272064,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0296,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,-1.59662295,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1145,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,1.560548206,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0358,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,1.525404607,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1583,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,1.51977455,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1185,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,1.514048459,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1493,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,-1.506829926,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0057,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,-1.502946234,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1470,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,12h,-1.4977513852995,0.01,significant_down
background_N,Prochlorococcus MIT9313,PMT1497,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,-1.496015708,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1597,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,0h,1.487046633,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0943,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,-1.47662626040199,0.01,significant_down
background_N,Prochlorococcus MIT9313,PMT0693,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,-1.471015138,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0464,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,-1.45993622961383,0.01,significant_down
background_N,Prochlorococcus MIT9313,PMT1185,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,-1.459389805,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1277,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,-1.45127825,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0754,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,-1.43951387600818,0.01,significant_down
background_N,Prochlorococcus MIT9313,PMT1322,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,-1.43781373850933,0.01,significant_down
background_N,Prochlorococcus MIT9313,PMT1503,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,12h,-1.423473658,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0239,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,-1.40516058270435,0.01,significant_down
background_N,Prochlorococcus MIT9313,PMT0730,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,-1.4003282699675,0.01,significant_down
background_N,Prochlorococcus MIT9313,PMT2130,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,-1.35655723624659,0.01,significant_down
background_N,Prochlorococcus MIT9313,PMT0298,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,3h,1.335365461,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0122,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,-1.328621494,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0693,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,-1.324951907,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0754,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,-1.28342342877424,0.01,significant_down
background_N,Prochlorococcus MIT9313,PMT2180,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,12h,1.25599963684836,0.01,significant_up
background_N,Prochlorococcus MIT9313,PMT0726,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,-1.254440836,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1866,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,12h,-1.231564843,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0057,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,12h,-1.212501167,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0536,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,12h,-1.183102612,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0451,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,12h,1.182848758,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1535,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,1.178978447,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1861,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,-1.177326481,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT2271,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,1.17063214929059,0.01,significant_up
background_N,Prochlorococcus MIT9313,PMT1583,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,1.155453932,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1503,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,1.150980005,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0535,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,12h,-1.146590179,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT2002,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,-1.1373427954687,0.01,significant_down
background_N,Prochlorococcus MIT9313,PMT0641,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,-1.098299302,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0256,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,12h,1.094757579,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0451,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,1.088050526,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1678,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,3h,1.061152895,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1523,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,-1.05634377131246,0.01,significant_down
background_N,Prochlorococcus MIT9313,PMT1322,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,-1.05006517993717,0.01,significant_down
background_N,Prochlorococcus MIT9313,PMT1866,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,-1.042673541,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0726,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,-1.02339963,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0265,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,-0.956811713,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1146,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,12h,-0.944454588,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1470,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,6h,-0.943030981093864,0.01,significant_down
background_N,Prochlorococcus MIT9313,PMT0256,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,-0.937008638,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0536,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,-0.928690598,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0045,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,-0.924492806,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0759,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,-0.920041263,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0826,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,12h,0.917113842,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT2158,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,6h,-0.908031205,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT2002,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,-0.906882529160676,0.01,significant_down
background_N,Prochlorococcus MIT9313,PMT0451,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,3h,-0.886522153,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0154,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,0.883838896,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1146,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,0h,-0.883377721,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0751,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,0.879633878,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0368,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,-0.878324134,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0759,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,12h,0.868295465,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1678,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,-0.866782964,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT_0929,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,-0.864183193,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0726,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,12h,-0.85708097,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1866,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,-0.846156329,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1376,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,-0.84474160371955,0.01,significant_down
background_N,Prochlorococcus MIT9313,PMT1794,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,-0.827578854,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0917,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,-0.824069666,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1985,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,-0.822489841,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0693,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,12h,-0.820289338,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT_0929,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,3h,0.802301557,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0712,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,12h,0.783830164,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0122,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,6h,-0.764505375139767,0.01,significant_down
background_N,Prochlorococcus MIT9313,PMT0943,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,0.754008237467272,0.01,significant_up
background_N,Prochlorococcus MIT9313,PMT0216,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,-0.750044935,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1686,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,-0.74861395,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0301,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,0h,0.745616133,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT_2147,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,-0.745256728,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1218,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,-0.741167246,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT_0929,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,0h,0.739962175,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1379,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,0.735446933,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0536,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,6h,-0.732809076,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT_0929,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,0.730212371722208,0.01,significant_up
background_N,Prochlorococcus MIT9313,PMT1646,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,-0.727826069,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0617,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,12h,-0.727327668,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT2013,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,-0.724291599,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1398,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,-0.718932473,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0256,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,6h,0.717832082995034,0.01,significant_up
background_N,Prochlorococcus MIT9313,PMT1316,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,-0.71438042838598,0.01,significant_down
background_N,Prochlorococcus MIT9313,PMT1583,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,0h,-0.701177048,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0256,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,0h,0.690571625,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0541,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,-0.671864443,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0715,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,12h,-0.671666004,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0712,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,3h,0.663421729,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1493,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,-0.661247911,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0730,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,-0.660910186,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT2180,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,6h,0.658364020492418,0.01,significant_up
background_N,Prochlorococcus MIT9313,PMT0754,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,12h,-0.656184372,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0298,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,0h,0.65040568,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0641,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,0.648819792,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1767,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,-0.642459510143144,0.01,significant_down
background_N,Prochlorococcus MIT9313,PMT1690,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,-0.640961157,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT_2119,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,-0.639206306,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0878,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,0.637304102,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1625,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,0.635005645,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0122,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,-0.63309982,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0712,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,-0.63057153,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1583,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,12h,0.625223761,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1241,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,12h,0.621518378,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1398,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,12h,-0.621266027,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0187,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,-0.621024147,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0122,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,12h,-0.617682687,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1597,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,3h,0.616865778,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1678,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,0h,-0.611286142,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0045,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,12h,-0.606338315,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1188,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,0.605637495,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0535,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,0h,-0.605050207,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1379,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,0.597729966,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0617,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,6h,-0.596735479,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0216,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,0h,-0.589738488,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1703,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,0.588556959,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1690,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,0h,-0.585382668,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1376,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,-0.584514809,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0535,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,6h,-0.582661196,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT2158,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,0h,0.574611973,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1125,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,-0.574019493,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1686,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,12h,-0.572668487,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0715,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,-0.571528015,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1379,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,12h,0.564210108,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1277,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,0.56315377,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0617,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,24h,-0.560639716,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1326,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,12h,0.558818721,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT1633,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,-0.558720617,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0826,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,6h,-0.556466044,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0301,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,3h,0.553406251,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0878,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,12h,0.548947194,1.0,not_significant
background_N,Prochlorococcus MIT9313,PMT0826,10.1038/msb4100087_nitrogen_nitrogen_deprivation_mit9313_mit9313_microarray,MICROARRAY,48h,0.546788424,1.0,not_significant
