group,organism_name,locus_tag,experiment_id,omics_type,timepoint,log2fc,padj,expression_status
H1_N,Prochlorococcus MED4,PMM0370,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,5.7284866494887,0.01,significant_up
H1_N,Prochlorococcus MED4,PMM0970,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,5.37087883412763,0.01,significant_up
H1_N,Prochlorococcus MED4,PMM0370,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,5.158630264411528,6.899092611446335e-10,significant_up
H1_N,Prochlorococcus MED4,PMM0920,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,5.06051169137151,0.01,significant_up
H1_N,Prochlorococcus MED4,PMM0370,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,4.58350176619516,0.01,significant_up
H1_N,Prochlorococcus MED4,PMM0246,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,4.45086478182776,0.01,significant_up
H1_N,Prochlorococcus MED4,PMM0370,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,4.30854281269086,0.01,significant_up
H1_N,Prochlorococcus MED4,PMM0371,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,4.279566443092617,2.9550592954568683e-10,significant_up
H1_N,Prochlorococcus MED4,PMM0920,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,4.14177961834331,0.01,significant_up
H1_N,Prochlorococcus MED4,PMM0970,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,12h,4.07,0.0,significant_up
H1_N,Prochlorococcus MED4,PMM0370,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,24h,4.06454932416169,0.01,significant_up
H1_N,Prochlorococcus MED4,PMM0920,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,24h,3.92174594063168,0.01,significant_up
H1_N,Prochlorococcus MED4,PMM0370,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,3.91380620805672,0.01,significant_up
H1_N,Prochlorococcus MED4,PMM0970,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,3.90870782237566,0.01,significant_up
H1_N,Prochlorococcus MED4,PMM0970,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,24h,3.86942338221993,0.01,significant_up
H1_N,Prochlorococcus MED4,PMM0263,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,3.8635086439112745,7.801311428232697e-10,significant_up
H1_N,Prochlorococcus MED4,PMM0370,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,12h,3.85,0.0,significant_up
H1_N,Prochlorococcus MED4,PMM0370,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,24h,3.84,0.0,significant_up
H1_N,Prochlorococcus MED4,PMM0970,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,3.8347661783105,0.01,significant_up
H1_N,Prochlorococcus MED4,PMM0920,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,3.79888923224975,0.01,significant_up
H1_N,Prochlorococcus MED4,PMM0920,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,3.75973171772578,0.01,significant_up
H1_N,Prochlorococcus MED4,PMM0970,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,3.75015994971883,0.01,significant_up
H1_N,Prochlorococcus MED4,PMM0263,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,3h,3.67,0.02,significant_up
H1_N,Prochlorococcus MED4,PMM0246,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 31,3.58713213602702,2.48270602762731e-07,significant_up
H1_N,Prochlorococcus MED4,PMM0373,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,3h,3.49,0.0,significant_up
H1_N,Prochlorococcus MED4,PMM0920,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,3.3569768863566645,7.395965792256581e-06,significant_up
H1_N,Prochlorococcus MED4,PMM0246,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,3.352117316421244,1.0044699427936916e-05,significant_up
H1_N,Prochlorococcus MED4,PMM0966,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,-3.171026598,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0966,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,-3.082907367,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0965,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,24h,3.08,0.0,significant_up
H1_N,Prochlorococcus MED4,PMM0246,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,3.038840754,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0246,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,3.01927772296539,0.01,significant_up
H1_N,Prochlorococcus MED4,PMM0372,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,2.981071492685053,2.4777048908969736e-11,significant_up
H1_N,Prochlorococcus MED4,PMM0920,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,12h,2.85,0.0,significant_up
H1_N,Prochlorococcus MED4,PMM0970,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,24h,2.8,0.01,significant_up
H1_N,Prochlorococcus MED4,PMM0246,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 89,2.67964712778727,2.53352928604394e-06,significant_up
H1_N,Prochlorococcus MED4,PMM0970,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,2.6694942279740563,0.0001935099423896,significant_up
H1_N,Prochlorococcus MED4,PMM0371,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,24h,2.65,0.0,significant_up
H1_N,Prochlorococcus MED4,PMM0965,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,12h,2.6,0.0,significant_up
H1_N,Prochlorococcus MED4,PMM1512,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,2.529728484721897,6.0856483158426845e-09,significant_up
H1_N,Prochlorococcus MED4,PMM0920,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 89,2.52888647715251,3.51988774237846e-06,significant_up
H1_N,Prochlorococcus MED4,PMM0920,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,24h,2.45,0.0,significant_up
H1_N,Prochlorococcus MED4,PMM0371,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,2.37248468438192,0.01,significant_up
H1_N,Prochlorococcus MED4,PMM0964,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,12h,2.37,0.01,significant_up
H1_N,Prochlorococcus MED4,PMM0966,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,12h,2.36,0.02,significant_up
H1_N,Prochlorococcus MED4,PMM0964,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,24h,2.33,0.0,significant_up
H1_N,Prochlorococcus MED4,PMM0371,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,2.28110125476454,0.01,significant_up
H1_N,Prochlorococcus MED4,PMM0263,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,12h,2.27,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0965,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,2.264438881479556,0.0002324155619118,significant_up
H1_N,Prochlorococcus MED4,PMM0263,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,24h,2.26,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0372,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,2.17991366596472,0.01,significant_up
H1_N,Prochlorococcus MED4,PMM0246,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,24h,2.17,0.0,significant_up
H1_N,Prochlorococcus MED4,PMM0246,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,0h,-2.166458145,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0920,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 14,2.12048435211182,8.88446794862496e-05,significant_up
H1_N,Prochlorococcus MED4,PMM0371,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,2.10887801596109,0.01,significant_up
H1_N,Prochlorococcus MED4,PMM0964,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,2.1014755889527947,1.3632077421037737e-05,significant_up
H1_N,Prochlorococcus MED4,PMM0370,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 14,2.09205468495687,3.06387677674992e-06,significant_up
H1_N,Prochlorococcus MED4,PMM0370,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,3h,-1.98,0.09,not_significant
H1_N,Prochlorococcus MED4,PMM0966,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,3h,-1.96,0.14,not_significant
H1_N,Prochlorococcus MED4,PMM0371,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,24h,1.92816297994649,0.01,significant_up
H1_N,Prochlorococcus MED4,PMM0965,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,1.90550104081613,0.01,significant_up
H1_N,Prochlorococcus MED4,PMM0246,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 14,1.86500326792399,0.0002207182174203,significant_up
H1_N,Prochlorococcus MED4,PMM0963,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 31,1.85950660705567,3.38928784388999e-06,significant_up
H1_N,Prochlorococcus MED4,PMM0969,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,3h,-1.85,0.1,not_significant
H1_N,Prochlorococcus MED4,PMM0969,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,24h,1.85,0.05,significant_up
H1_N,Prochlorococcus MED4,PMM0963,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 89,1.82478745778402,3.57809822239236e-06,significant_up
H1_N,Prochlorococcus MED4,PMM0964,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,3h,-1.82,0.1,not_significant
H1_N,Prochlorococcus MED4,PMM0969,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,12h,1.75,0.02,significant_up
H1_N,Prochlorococcus MED4,PMM0967,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 89,1.72323067982992,0.0010265872982329,significant_up
H1_N,Prochlorococcus MED4,PMM0246,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,12h,1.71,0.26,not_significant
H1_N,Prochlorococcus MED4,PMM0373,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,12h,1.71,0.22,not_significant
H1_N,Prochlorococcus MED4,PMM0373,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,1.698942439,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0246,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,24h,1.67965300850396,0.01,significant_up
H1_N,Prochlorococcus MED4,PMM0963,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,24h,1.66,0.05,significant_up
H1_N,Prochlorococcus MED4,PMM0965,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 14,1.60331058502197,0.0107429971839741,significant_up
H1_N,Prochlorococcus MED4,PMM0967,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 31,1.57349395751953,0.0018340309398113,significant_up
H1_N,Prochlorococcus MED4,PMM0372,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 14,1.57325267791748,0.0006064934109148,significant_up
H1_N,Prochlorococcus MED4,PMM0965,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,3h,-1.57,0.14,not_significant
H1_N,Prochlorococcus MED4,PMM0372,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,1.53130361811556,0.01,significant_up
H1_N,Prochlorococcus MED4,PMM0965,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,1.5016806356999,0.01,significant_up
H1_N,Prochlorococcus MED4,PMM0920,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,3h,1.5,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0972,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 89,1.49678579966227,0.0016531803615837,significant_up
H1_N,Prochlorococcus MED4,PMM0968,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,0h,-1.49559766,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0372,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,24h,1.46954583994354,0.01,significant_up
H1_N,Prochlorococcus MED4,PMM0970,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 31,-1.44952583312988,1.19495319538646e-05,significant_down
H1_N,Prochlorococcus MED4,PMM0393,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,-1.440531926,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0920,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 31,1.38018099466959,0.000453055859293,significant_up
H1_N,Prochlorococcus MED4,PMM0963,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,1.3686487195269106,1.0856378755887778e-06,significant_up
H1_N,Prochlorococcus MED4,PMM0967,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,-1.35589418,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0372,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,1.350649249,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0371,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 31,1.33327420552572,0.0721109025683839,not_significant
H1_N,Prochlorococcus MED4,PMM0964,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,1.32778315629641,0.01,significant_up
H1_N,Prochlorococcus MED4,PMM0974,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,1.3202410768900066,0.0055362407899833,significant_up
H1_N,Prochlorococcus MED4,PMM0373,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 14,1.30489826202393,0.0347277383696124,significant_up
H1_N,Prochlorococcus MED4,PMM0373,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,1.289198572,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0371,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 14,1.27374362945557,0.16176371197448,not_significant
H1_N,Prochlorococcus MED4,PMM0965,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 89,1.25440692901611,0.0130553170607451,significant_up
H1_N,Prochlorococcus MED4,PMM1512,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,1.24648614137608,0.01,significant_up
H1_N,Prochlorococcus MED4,PMM0965,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,1.243182442,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0246,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,1.22622802,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0969,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,1.21799783854879,0.01,significant_up
H1_N,Prochlorococcus MED4,PMM0963,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,12h,1.2,0.38,not_significant
H1_N,Prochlorococcus MED4,PMM0965,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,1.135729397,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0373,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 89,1.11622905731201,0.0279676097992219,significant_up
H1_N,Prochlorococcus MED4,PMM0263,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,1.09022039554685,0.01,significant_up
H1_N,Prochlorococcus MED4,PMM0965,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,24h,1.0838688978539,0.01,significant_up
H1_N,Prochlorococcus MED4,PMM0371,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,1.080973522,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0373,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,24h,1.055594537,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0263,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,24h,1.05240145098823,0.01,significant_up
H1_N,Prochlorococcus MED4,PMM0966,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,24h,1.05,0.29,not_significant
H1_N,Prochlorococcus MED4,PMM0263,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 89,1.01010862986247,0.0010926752597998,significant_up
H1_N,Prochlorococcus MED4,PMM0973,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,1.0075126293068315,0.0278893507331073,significant_up
H1_N,Prochlorococcus MED4,PMM0393,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 14,1.00702953338623,0.0164797999456599,significant_up
H1_N,Prochlorococcus MED4,PMM1512,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,48h,0.982868037,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0969,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,0.9814433301071968,0.0057525757398383,not_significant
H1_N,Prochlorococcus MED4,PMM1512,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,24h,0.94,0.4,not_significant
H1_N,Prochlorococcus MED4,PMM0964,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,0.912417913,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0373,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,0.904883582,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0969,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 31,0.899624506632485,0.0403152845021017,not_significant
H1_N,Prochlorococcus MED4,PMM1512,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,6h,0.897205448251782,0.01,significant_up
H1_N,Prochlorococcus MED4,PMM0974,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,3h,-0.89,0.72,not_significant
H1_N,Prochlorococcus MED4,PMM1512,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,24h,0.872687543,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0974,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,0.872009404,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0100,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 31,-0.858004252115885,0.0004048178600392,not_significant
H1_N,Prochlorococcus MED4,PMM0965,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 31,0.833249409993486,0.07384760350825,not_significant
H1_N,Prochlorococcus MED4,PMM0970,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 14,0.82442315419515,0.0039027325118359,not_significant
H1_N,Prochlorococcus MED4,PMM0972,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 31,0.82244300842285,0.0420836362339619,not_significant
H1_N,Prochlorococcus MED4,PMM0047,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,0.8102821392956102,0.0070307728850213,not_significant
H1_N,Prochlorococcus MED4,PMM1512,10.1038/ismej.2017.88_nitrogen_stress_ndepleted_pro99_medium_med4_rnaseq,RNASEQ,12h,0.81,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0263,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,0.801664843,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0969,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,24h,0.801503554,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0964,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 14,0.797797203063965,0.0423704890111036,not_significant
H1_N,Prochlorococcus MED4,PMM0967,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,0h,-0.795965021,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0100,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,0.7835340635894691,0.0014793620645854,not_significant
H1_N,Prochlorococcus MED4,PMM0970,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,0h,0.77958576,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0373,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,0.7777349901718181,0.0941706523664379,not_significant
H1_N,Prochlorococcus MED4,PMM0974,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,0.777664686,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0970,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 89,-0.777386665344237,0.0014001002527953,not_significant
H1_N,Prochlorococcus MED4,PMM0972,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_rnaseq_axenic,RNASEQ,day 14,0.7696813665292588,0.073232218770298,not_significant
H1_N,Prochlorococcus MED4,PMM0393,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,0.76440665,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0969,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 89,0.760268847147622,0.080142393297825,not_significant
H1_N,Prochlorococcus MED4,PMM0371,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 89,0.740062395731607,0.323042005558364,not_significant
H1_N,Prochlorococcus MED4,PMM0373,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,3h,0.73404732,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0968,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,12h,0.716767806,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0372,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_med4_proteomics_axenic,PROTEOMICS,day 31,0.713287989298502,0.0206303850684552,not_significant
H1_N,Prochlorococcus MED4,PMM0393,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,0h,-0.693732222,1.0,not_significant
H1_N,Prochlorococcus MED4,PMM0964,10.1038/msb4100087_nitrogen_nitrogen_deprivation_med4_med4_microarray,MICROARRAY,24h,0.683407688,1.0,not_significant
